listing_id,number_of_reviews,first_review,last_review,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
3208330,52,6/13/14,10/6/15,2.73,96,10,10,10,10,9,10
3208667,42,8/13/14,9/28/15,2.47,96,10,10,10,10,10,10
3209633,44,6/8/14,12/20/15,2.29,97,10,10,10,10,10,10
3209964,1,9/9/15,9/9/15,0.25,100,8,10,10,10,10,10
3215404,23,6/15/14,10/18/15,1.21,91,10,9,10,10,9,9
3226793,5,7/1/14,10/18/14,0.27,84,9,7,9,10,10,9
3231850,84,6/26/14,12/27/15,4.52,97,10,10,10,10,10,10
3237501,15,6/8/14,8/21/15,0.78,100,10,10,10,10,10,10
3238295,26,7/5/14,9/27/15,1.42,100,10,10,10,10,10,10
3242247,26,6/17/14,9/14/15,1.38,95,10,10,10,10,10,9
3242605,109,6/14/14,11/29/15,5.74,94,10,9,10,10,10,10
3245876,84,6/30/14,1/2/16,4.55,95,10,9,10,10,10,9
3246706,18,6/15/14,12/23/15,0.95,93,10,10,10,9,9,10
3250577,5,7/10/15,8/10/15,0.84,84,10,9,10,10,9,8
3251016,8,7/12/14,9/7/15,0.44,94,9,10,10,10,9,9
3251069,6,6/23/14,8/24/15,0.32,100,10,10,10,10,10,10
3254956,28,7/6/14,10/24/15,1.53,87,9,9,10,9,10,9
3258213,44,7/15/14,10/8/15,2.45,100,10,10,10,10,9,10
3258386,15,6/24/14,9/1/15,0.8,93,10,9,10,10,10,9
3258585,59,6/16/14,10/24/15,3.12,97,10,10,10,10,9,9
3263071,17,6/27/14,9/18/15,0.92,78,9,9,9,9,9,8
3263722,6,7/22/14,4/2/15,0.34,84,10,8,8,10,9,8
3265292,54,6/18/14,12/6/15,2.86,97,10,10,10,10,10,10
3269390,77,6/23/14,12/28/15,4.12,98,10,10,10,10,10,10
3270492,62,7/8/14,12/27/15,3.41,97,10,9,10,10,10,10
3272374,20,6/16/14,1/18/15,1.06,89,10,8,10,10,10,9
3273240,35,6/28/14,10/9/15,1.89,99,10,10,10,10,9,9
3279728,9,8/7/14,9/6/15,0.52,89,10,9,10,10,9,9
3281072,21,6/22/14,10/20/15,1.12,99,10,10,10,10,10,10
3282000,47,7/22/14,12/21/15,2.65,97,10,10,10,10,10,9
3282760,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3291295,11,7/7/14,6/12/15,0.6,98,10,10,10,10,10,10
3291777,7,6/15/14,8/25/15,0.37,66,7,6,8,8,8,7
3293438,88,6/14/14,12/24/15,4.63,98,10,10,10,10,9,10
3294243,27,7/7/14,10/14/15,1.48,93,10,10,10,10,10,9
3294804,17,6/17/14,11/16/15,0.9,92,9,10,10,10,10,9
3303376,20,7/1/14,9/17/15,1.08,90,9,9,10,10,9,9
3303857,23,6/23/14,9/16/15,1.23,82,9,9,9,8,8,8
3303978,39,7/28/14,12/28/15,2.22,98,10,10,10,10,10,10
3308825,20,6/23/14,7/28/15,1.07,99,10,10,10,10,10,9
3308979,20,7/30/14,9/3/15,1.15,97,10,10,10,10,10,10
3312406,78,7/7/14,12/30/15,4.28,98,10,10,10,10,10,10
3316219,106,7/23/14,12/20/15,5.99,77,8,8,9,9,8,8
3317940,45,8/19/14,11/29/15,2.68,98,10,10,10,10,10,10
3319386,42,7/15/14,12/27/15,2.34,97,10,10,10,10,10,9
3329962,25,7/14/14,8/1/15,1.39,74,8,8,9,9,8,8
3333971,99,6/21/14,12/14/15,5.28,87,9,9,9,9,9,9
3334052,44,8/27/14,12/30/15,2.66,96,10,10,10,10,10,10
3344977,56,7/13/14,10/25/15,3.11,96,10,10,10,10,10,10
3345341,54,6/23/14,6/28/15,2.89,94,9,9,10,10,10,9
3352685,10,7/12/14,6/8/15,0.55,100,10,10,10,10,9,10
3354614,29,6/27/14,9/29/15,1.56,90,10,10,9,9,9,10
3354761,9,7/27/14,4/15/15,0.51,84,8,9,10,9,9,7
3372535,25,7/16/14,12/24/15,1.39,96,9,9,10,10,9,9
3379116,43,9/14/14,10/25/15,2.7,98,10,10,10,10,9,10
3380159,50,7/1/14,10/21/15,2.71,94,10,10,10,10,10,9
3382533,50,7/26/14,1/2/16,2.84,98,10,10,10,10,10,10
3383329,73,7/8/14,12/29/15,4.01,96,10,10,10,10,9,10
3385421,31,7/22/14,8/17/15,1.75,99,10,10,10,10,10,10
3386862,77,8/3/14,9/28/15,4.44,91,9,9,10,10,10,9
3394338,20,7/6/14,9/2/15,1.09,93,10,9,10,10,10,9
3394837,7,5/17/15,10/13/15,0.9,97,9,9,9,10,9,10
3394936,8,9/1/14,12/1/15,0.49,98,10,9,10,10,10,9
3396140,72,6/28/14,12/11/15,3.88,98,10,10,10,10,10,9
3401644,5,9/2/14,8/30/15,0.31,88,10,9,9,10,10,10
3402376,4,7/29/14,1/4/15,0.23,100,10,10,10,10,10,10
3403638,6,8/3/14,9/30/15,0.35,84,7,8,9,9,9,8
3403858,8,7/16/14,7/14/15,0.45,95,9,10,10,10,10,9
3404557,6,7/9/14,8/29/15,0.33,93,9,9,10,10,10,9
3404700,55,7/12/14,11/25/15,3.04,96,10,10,10,10,9,10
3404914,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3412630,32,7/24/14,9/11/15,1.81,97,10,10,10,10,10,9
3413183,1,6/27/14,6/27/14,0.05,100,10,10,10,10,10,10
3416217,31,6/30/14,9/9/15,1.68,96,10,9,10,10,10,9
3416590,12,7/1/14,8/15/15,0.65,97,10,10,10,10,10,9
3418230,11,7/22/14,9/1/15,0.62,98,10,10,10,10,10,10
3418349,115,7/14/14,1/2/16,6.39,94,10,9,10,10,10,9
3422894,18,7/19/14,8/30/14,1.01,93,10,10,10,10,9,9
3424114,4,7/24/14,8/29/14,0.23,93,10,9,9,10,9,10
3424242,7,7/22/14,8/31/15,0.39,94,9,7,9,10,10,10
3424991,55,7/1/14,11/27/15,2.98,88,9,8,10,10,10,9
3426639,71,7/5/14,12/24/15,3.88,87,9,9,10,10,10,9
3434459,5,8/1/15,9/19/15,0.96,96,10,10,10,10,10,9
3441402,106,7/4/14,12/24/15,5.78,95,10,10,10,10,9,10
3446274,19,7/17/14,11/14/15,1.06,92,9,10,9,9,10,9
3449059,92,7/15/14,12/5/15,5.12,85,9,9,9,9,8,9
3456599,35,8/12/14,12/21/15,2.05,94,10,10,10,10,10,9
3463245,20,7/27/14,11/21/15,1.14,98,10,10,9,10,10,9
3468261,7,7/23/14,9/28/15,0.4,100,10,10,10,10,9,10
3479241,16,8/1/14,8/17/15,0.92,92,10,9,9,10,10,9
3479851,14,7/13/15,12/5/15,2.39,100,10,10,10,10,10,10
3487824,161,7/14/14,12/20/15,8.94,91,10,10,9,9,9,9
3488436,30,2/10/15,12/6/15,2.74,94,10,10,10,10,9,9
3489083,5,7/24/14,12/29/15,0.28,95,9,10,10,10,10,10
3489837,4,7/29/14,7/28/15,0.23,95,10,9,10,10,10,10
3490239,7,8/21/14,8/17/15,0.42,97,9,9,10,10,9,9
3494608,17,7/13/14,11/25/15,0.94,98,10,10,10,10,9,9
3497530,1,12/16/14,12/16/14,0.08,100,8,10,4,6,10,10
3498114,64,7/12/14,12/9/15,3.54,89,10,9,10,10,10,9
3504521,25,4/15/15,12/15/15,2.83,98,10,10,10,10,10,10
3505739,57,7/20/14,12/13/15,3.2,94,9,9,10,10,10,9
3510818,19,8/6/14,11/10/15,1.1,98,10,10,10,10,10,10
3518808,52,9/2/14,11/29/15,3.18,97,10,10,10,10,10,10
3522409,29,9/13/15,12/27/15,7.63,94,10,10,9,9,10,9
3528627,20,7/14/14,10/31/15,1.11,86,9,8,9,9,9,8
3529563,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3531616,37,7/14/14,9/7/15,2.06,98,10,10,10,10,9,10
3533112,12,8/6/14,8/31/15,0.7,93,9,10,10,10,8,9
3533224,136,7/19/14,12/22/15,7.63,97,10,10,10,10,9,9
3534364,10,7/14/14,9/15/15,0.56,89,10,7,9,9,10,8
3534444,3,8/2/14,8/12/14,0.17,100,10,9,10,10,10,10
3535171,44,7/20/14,12/30/15,2.47,95,10,10,10,10,10,10
3543084,2,2/25/15,5/1/15,0.19,100,10,10,10,10,10,10
3543247,58,10/27/14,12/13/15,4,100,10,10,10,10,10,10
3543791,6,8/30/15,1/2/16,1.41,97,10,9,9,10,10,9
3544550,8,7/4/15,9/2/15,1.3,100,10,10,9,10,10,10
3544953,18,7/22/14,9/25/15,1.02,97,10,10,10,10,10,10
3544964,28,7/25/14,12/22/15,1.59,94,10,10,10,10,8,9
3551668,31,8/9/14,1/1/16,1.81,97,10,10,10,10,10,9
3552006,28,7/14/14,8/10/15,1.56,98,10,10,10,10,10,9
3552523,84,7/14/14,12/30/15,4.67,92,10,10,9,9,9,9
3554558,48,11/29/14,12/29/15,3.58,96,10,10,10,10,10,10
3561108,23,8/11/14,12/7/15,1.35,91,10,9,10,10,10,9
3561237,19,7/20/14,10/18/15,1.07,97,9,10,9,10,10,9
3562617,27,9/7/14,7/8/15,1.67,85,8,8,9,9,9,8
3563218,29,7/17/14,10/24/15,1.62,92,10,9,10,10,9,9
3570691,30,9/1/14,11/28/15,1.83,99,10,10,10,10,10,10
3582883,93,7/26/14,12/20/15,5.28,91,10,9,10,9,9,9
3584790,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3585592,10,7/28/14,9/8/15,0.57,100,10,10,10,10,10,10
3592838,114,8/11/14,12/18/15,6.68,93,10,9,9,10,10,9
3593582,1,6/20/15,6/20/15,0.15,80,10,6,10,10,10,10
3594885,8,8/4/14,5/16/15,0.46,93,9,8,9,10,10,9
3594959,8,8/11/14,10/1/15,0.47,95,10,10,10,10,9,9
3604904,45,7/19/14,10/15/15,2.52,87,9,9,9,9,9,9
3604931,2,4/27/15,10/12/15,0.24,100,10,10,10,10,10,10
3610724,62,9/12/14,1/1/16,3.88,91,9,10,10,10,9,9
3613516,2,8/8/15,8/31/15,0.4,90,9,8,10,8,9,7
3615614,124,7/28/14,12/11/15,7.07,97,10,10,10,10,10,10
3624990,18,9/22/14,11/2/15,1.15,90,10,9,10,10,9,9
3626162,33,8/25/14,1/1/16,1.99,96,10,10,10,10,10,10
3626497,15,7/22/14,9/1/14,0.85,97,10,10,10,10,10,9
3627658,9,7/23/14,9/7/15,0.51,87,10,9,8,9,9,8
3630581,9,8/10/14,9/8/15,0.53,78,8,9,9,10,8,8
3637180,58,7/20/14,12/28/15,3.26,95,9,10,10,10,9,10
3639023,8,6/16/15,10/25/15,1.18,93,10,10,10,10,9,9
3642289,73,8/3/14,12/18/15,4.21,97,10,10,10,10,9,10
3646393,30,6/17/15,12/29/15,4.46,98,10,10,10,10,10,10
3652434,88,10/13/14,12/31/15,5.88,97,10,10,10,10,10,10
3652612,23,8/26/14,9/28/15,1.39,93,10,9,10,10,10,10
3653575,26,7/25/14,8/19/15,1.47,97,10,10,10,10,10,10
3656508,26,7/28/14,12/5/15,1.48,94,10,9,10,10,10,9
3657819,55,7/27/14,11/23/15,3.13,97,9,10,10,10,10,9
3666970,16,8/10/14,12/3/15,0.94,90,9,9,9,9,9,9
3673011,55,7/27/14,11/29/15,3.13,98,10,10,10,10,10,10
3673759,61,7/28/14,10/13/15,3.48,98,10,10,10,10,10,10
3676779,50,7/29/14,12/22/15,2.86,94,10,10,10,10,10,10
3677729,21,9/1/14,10/18/15,1.28,99,10,10,10,10,10,10
3678718,79,8/16/14,12/18/15,4.67,96,10,10,10,10,10,10
3679617,15,8/1/14,10/25/15,0.86,80,9,9,8,8,9,8
3686556,18,8/4/14,9/12/15,1.04,97,10,10,10,10,10,9
3689119,49,8/8/14,1/2/16,2.85,98,10,10,10,10,10,10
3689416,13,8/3/14,9/25/15,0.75,86,8,9,9,9,9,9
3691288,5,11/13/15,12/30/15,2.83,100,10,10,10,10,10,10
3697351,108,7/28/14,12/6/15,6.16,87,9,7,10,10,10,9
3703121,12,9/14/14,12/2/15,0.75,98,10,10,10,10,10,10
3706719,6,8/15/14,8/30/15,0.35,70,9,9,9,7,7,7
3720429,7,9/2/14,9/16/15,0.43,91,10,10,10,10,10,9
3720511,5,8/13/14,9/1/15,0.29,96,10,10,10,10,10,10
3720731,34,8/12/14,10/11/15,2,94,9,10,10,9,10,9
3726391,1,8/11/14,8/11/14,0.06,100,10,10,10,10,8,10
3727017,3,9/8/14,8/17/15,0.19,100,10,9,10,10,9,9
3728802,3,8/15/14,8/31/15,0.18,93,9,9,10,10,9,8
3732076,7,8/9/14,5/4/15,0.41,94,9,8,10,9,9,10
3732094,5,8/15/14,9/29/15,0.3,88,8,7,9,9,9,9
3732103,6,8/10/14,9/2/15,0.35,93,9,8,9,10,9,10
3732949,8,8/26/14,4/10/15,0.48,94,9,9,10,9,10,8
3738724,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3739681,12,8/3/14,11/23/15,0.69,93,10,9,10,10,10,9
3751503,32,8/4/14,8/4/15,1.85,96,10,9,10,10,10,9
3753645,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3757858,15,9/18/14,10/19/15,0.95,100,10,9,10,10,10,10
3759039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3766055,27,8/3/14,12/26/15,1.56,96,10,10,10,10,10,9
3766285,1,4/26/15,4/26/15,0.12,80,8,6,10,6,10,6
3766866,14,8/11/14,12/31/15,0.82,97,10,10,10,10,10,9
3768626,44,8/10/14,11/29/15,2.57,96,10,10,10,10,10,9
3768742,10,8/5/14,8/9/15,0.58,94,9,10,10,10,10,9
3768745,15,6/21/15,11/1/15,2.27,100,10,10,10,10,10,10
3769336,46,8/24/14,12/16/15,2.77,95,10,10,10,10,9,10
3770248,5,8/14/14,9/26/15,0.29,76,8,7,7,7,9,9
3772674,65,8/28/14,12/14/15,3.94,98,10,10,10,10,10,10
3773417,4,8/13/14,9/30/14,0.24,95,9,10,10,10,10,9
3773568,11,9/8/14,9/8/15,0.68,91,9,9,10,10,10,9
3773700,6,8/16/14,9/8/15,0.36,93,10,9,10,10,10,9
3773784,30,8/8/14,10/24/15,1.75,84,9,8,9,9,9,8
3774113,3,9/23/14,9/27/15,0.19,100,10,10,10,10,10,10
3783162,41,8/13/14,8/25/15,2.41,97,10,10,10,10,10,10
3791920,70,8/27/14,12/17/15,4.23,97,10,10,10,10,10,10
3793047,37,8/11/14,11/16/15,2.17,92,10,9,9,10,10,9
3793185,24,8/8/14,8/20/15,1.4,95,10,9,10,10,9,9
3793406,9,8/18/14,9/13/15,0.53,100,9,10,10,10,10,10
3793790,39,8/14/14,12/24/15,2.3,97,10,10,10,10,9,10
3803212,3,8/11/14,9/24/14,0.18,100,10,9,10,10,9,10
3803947,55,8/27/14,10/10/15,3.33,98,10,10,10,10,10,10
3811828,19,8/10/14,11/2/15,1.11,94,9,9,10,10,10,10
3811872,20,8/25/14,12/12/15,1.2,85,8,8,9,9,9,8
3811930,21,8/10/14,9/22/15,1.23,92,9,9,9,10,10,10
3811955,18,9/7/14,9/1/15,1.11,91,9,9,9,10,9,9
3812725,3,9/9/14,1/1/15,0.19,93,9,10,9,9,9,9
3817141,1,8/21/14,8/21/14,0.06,100,10,10,10,10,10,10
3818746,10,1/18/15,10/19/15,0.85,100,10,10,10,10,10,10
3819831,5,9/3/14,12/17/15,0.31,92,9,9,9,9,9,9
3820186,2,9/19/14,2/16/15,0.13,100,10,10,10,10,10,10
3821663,74,8/20/14,11/25/15,4.41,88,9,9,9,9,9,9
3821822,78,8/11/14,12/22/15,4.57,98,10,10,10,10,10,10
3835995,155,8/14/14,12/23/15,9.14,96,10,10,10,10,10,10
3843706,2,4/22/15,9/26/15,0.23,90,10,8,10,10,10,9
3844087,25,11/28/14,12/29/15,1.86,94,10,10,9,9,10,9
3849918,8,6/12/15,9/21/15,1.16,85,8,9,9,10,8,8
3852117,101,10/20/14,12/15/15,6.86,94,10,9,10,10,9,9
3858725,12,8/27/14,9/2/15,0.73,94,10,10,10,10,10,9
3859882,4,9/1/14,7/1/15,0.24,100,10,10,10,10,8,10
3861673,175,8/28/14,12/31/15,10.61,99,10,10,10,10,10,10
3868138,46,8/18/14,10/19/15,2.73,98,10,10,10,10,10,10
3868844,10,1/4/15,10/24/15,0.82,100,10,9,10,10,10,9
3870253,39,9/1/14,12/27/15,2.38,97,10,10,10,10,9,10
3870937,37,8/22/14,10/12/15,2.22,97,10,10,10,10,10,10
3876097,16,8/20/14,11/23/15,0.95,97,9,9,10,10,10,9
3882930,17,9/11/14,10/27/15,1.06,98,10,10,10,10,10,10
3883041,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3883137,80,11/3/14,1/3/16,5.61,96,10,10,10,10,9,10
3883392,13,11/9/14,10/2/15,0.92,98,10,10,10,10,10,10
3884805,1,11/29/15,11/29/15,0.81,100,10,10,10,10,10,10
3884851,64,8/25/14,1/2/16,3.86,96,10,10,10,10,10,10
3888924,3,4/30/15,12/5/15,0.36,87,8,7,9,10,9,8
3888986,1,8/8/15,8/8/15,0.2,100,10,8,10,8,10,10
3889050,3,9/1/14,9/11/15,0.18,80,7,6,9,10,9,8
3889280,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3889299,2,8/31/15,9/5/15,0.47,90,8,8,10,10,10,10
3889330,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3890786,2,10/31/14,1/1/15,0.14,100,9,9,10,10,9,10
3890990,57,8/24/14,12/7/15,3.43,91,9,9,10,10,9,9
3891695,51,8/26/14,12/19/15,3.08,98,10,10,10,10,10,10
3898413,22,5/26/15,12/20/15,2.95,98,10,10,10,10,10,10
3898692,34,8/23/14,12/29/15,2.04,95,10,10,10,9,10,10
3899160,23,4/1/15,12/1/15,2.47,96,10,10,10,10,10,10
3904056,7,10/27/14,11/9/15,0.48,87,8,9,10,9,8,8
3906076,53,9/3/14,11/25/15,3.25,98,10,10,10,10,10,10
3908378,101,8/23/14,12/29/15,6.06,96,10,10,10,10,10,9
3915826,11,9/21/14,10/19/15,0.7,98,10,10,10,10,10,10
3916050,39,8/25/14,9/21/15,2.35,86,9,8,9,9,9,8
3921664,2,12/28/15,1/3/16,2,100,10,10,10,10,10,10
3922845,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3922853,14,12/3/14,1/1/16,1.06,99,10,10,10,10,10,10
3925572,3,7/31/15,8/15/15,0.57,87,9,8,10,9,9,7
3925573,5,9/22/14,9/14/15,0.32,100,10,10,10,10,10,9
3926008,27,8/29/14,12/29/15,1.64,92,9,9,10,9,10,9
3930270,117,9/21/14,12/22/15,7.45,94,10,10,10,10,10,9
3930681,52,9/13/14,8/24/15,3.26,93,10,9,10,10,10,9
3931346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3931571,25,9/26/14,12/6/15,1.61,94,10,10,10,9,9,10
3932674,9,8/31/14,10/18/15,0.55,91,10,10,9,10,10,9
3939683,1,9/19/15,9/19/15,0.28,100,8,8,8,8,8,10
3940265,39,9/2/14,11/29/15,2.39,95,10,10,9,9,9,9
3946160,141,8/28/14,12/17/15,8.55,96,10,10,10,10,9,10
3946631,8,9/3/14,9/14/15,0.49,95,10,10,10,9,10,9
3946674,33,10/5/14,12/22/15,2.17,95,10,10,10,10,9,9
3951768,37,9/1/14,11/27/15,2.26,89,9,9,9,10,8,9
3953365,57,8/26/14,12/31/15,3.44,96,10,10,10,10,9,9
3953611,53,8/29/14,9/30/15,3.22,97,10,10,10,10,10,10
3959442,68,9/14/14,12/27/15,4.27,98,10,10,10,10,10,10
3959460,45,8/31/14,12/28/15,2.74,96,10,10,10,10,10,10
3961077,18,9/7/14,11/6/15,1.11,93,9,10,10,10,9,9
3963320,2,9/1/14,11/3/14,0.12,100,10,10,10,10,10,10
3968416,31,8/31/14,8/17/15,1.89,100,10,10,10,10,10,10
3970736,51,8/31/14,1/1/16,3.11,97,10,10,10,10,9,9
3971137,5,11/22/14,12/31/14,0.37,88,10,10,10,10,10,9
3971346,35,9/1/14,12/7/15,2.14,98,10,9,10,10,10,9
3971934,48,8/31/14,10/30/15,2.93,95,9,10,10,10,9,9
3975434,17,8/31/14,8/27/15,1.04,96,10,10,10,10,10,9
3977450,67,10/11/14,12/31/15,4.46,94,10,10,10,10,9,10
3977605,102,9/19/14,12/29/15,6.47,88,9,9,10,9,9,9
3979496,31,8/30/14,11/7/15,1.89,95,10,10,10,10,10,10
3986788,6,7/19/15,12/13/15,1.06,90,9,10,9,9,10,10
3986793,26,8/30/14,8/23/15,1.58,92,10,10,10,10,9,9
3987838,19,11/5/14,12/29/15,1.34,100,10,10,10,10,10,10
3992155,45,10/11/14,12/20/15,2.99,98,10,10,10,10,10,9
3993960,20,9/14/14,11/10/15,1.26,96,10,9,10,10,9,10
3994397,12,6/5/15,8/10/15,1.68,98,10,10,10,10,10,10
3994601,20,9/8/14,11/27/15,1.24,94,9,9,10,10,10,10
3994634,25,9/6/14,11/12/15,1.54,90,9,9,9,10,9,9
3995007,67,9/8/14,12/20/15,4.15,94,10,10,10,10,10,9
3998922,17,9/29/14,10/22/15,1.1,96,10,10,10,10,9,10
3998984,28,9/7/14,12/12/15,1.73,97,10,9,10,10,10,10
4008373,26,9/11/14,12/29/15,1.62,98,10,10,10,10,10,9
4009295,44,9/6/14,9/7/15,2.72,94,10,10,10,10,10,9
4009508,38,9/14/14,10/6/15,2.38,98,10,10,10,10,10,9
4016079,15,9/23/14,12/26/15,0.96,99,10,10,10,10,10,10
4016650,36,3/1/15,11/18/15,3.48,97,10,10,10,10,9,10
4017140,37,9/16/14,11/16/15,2.33,95,10,9,10,10,9,10
4022127,61,12/29/14,12/25/15,4.92,90,9,9,10,10,10,9
4023177,33,5/31/15,9/24/15,4.52,96,10,9,10,10,10,9
4024844,41,2/22/15,12/21/15,3.88,97,10,10,10,10,10,10
4025593,107,10/5/14,12/12/15,7.02,97,10,9,10,10,9,10
4025954,33,9/12/14,11/15/15,2.06,96,10,10,10,10,10,10
4026757,86,9/12/14,12/31/15,5.38,97,10,10,10,10,10,10
4030600,32,9/19/14,7/13/15,2.03,95,10,10,10,10,10,9
4030640,10,7/11/15,11/25/15,1.69,98,10,10,10,10,10,10
4031625,36,9/12/14,12/11/15,2.25,97,10,10,10,10,9,9
4038347,48,9/14/14,12/13/15,3.01,83,9,8,9,9,9,9
4041868,7,2/12/15,8/31/15,0.64,71,7,7,9,10,6,7
4046863,73,9/12/14,12/24/15,4.56,98,10,10,10,10,10,10
4047058,49,9/14/14,12/31/15,3.08,95,10,10,10,10,10,10
4047399,5,11/2/14,9/8/15,0.35,100,10,10,10,10,10,10
4053092,24,10/6/14,10/6/15,1.58,98,10,10,10,10,10,10
4053644,5,9/22/14,6/24/15,0.32,100,8,9,8,9,10,9
4053972,65,9/11/14,12/18/15,4.05,94,10,10,10,10,10,10
4061051,6,9/12/14,6/20/15,0.38,83,9,9,9,9,10,8
4061207,3,9/30/15,11/18/15,0.93,100,10,10,10,10,9,10
4066344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4069543,67,9/10/14,11/18/15,4.17,98,10,10,10,10,10,10
4075152,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4077920,1,7/28/15,7/28/15,0.19,100,10,10,10,10,10,10
4082250,3,9/29/14,7/21/15,0.19,60,9,6,9,9,9,7
4082986,115,9/12/14,12/21/15,7.19,95,9,10,10,10,10,10
4084398,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4084712,45,10/11/14,12/22/15,2.99,93,10,9,10,10,9,9
4085439,6,9/21/14,5/29/15,0.38,92,10,10,10,10,10,8
4092037,1,1/4/15,1/4/15,0.08,100,10,8,10,10,10,10
4100009,41,9/21/14,11/25/15,2.61,97,10,10,10,10,10,10
4104442,13,9/28/14,9/30/15,0.84,97,10,10,10,10,10,10
4105081,2,10/18/14,6/27/15,0.14,90,9,9,10,10,8,9
4105164,53,9/19/14,12/1/15,3.36,98,10,10,10,10,10,10
4106041,20,9/29/14,8/23/15,1.3,94,10,10,10,10,9,9
4110396,60,9/29/14,12/14/15,3.89,98,10,10,10,10,10,10
4111137,15,1/18/15,1/2/16,1.28,95,10,9,10,10,10,10
4111954,11,11/30/14,12/31/15,0.82,95,10,9,10,10,10,9
4116645,20,10/21/14,11/3/15,1.36,92,9,9,10,10,9,9
4118282,88,10/27/14,1/2/16,6.07,95,10,10,10,10,9,9
4121334,9,4/26/15,12/14/15,1.06,98,10,10,10,10,9,9
4122325,26,10/26/14,11/15/15,1.79,99,10,10,10,10,10,10
4125779,11,9/27/14,10/18/15,0.71,84,9,9,9,9,10,8
4126284,7,9/20/14,10/11/15,0.44,89,10,9,9,9,7,9
4127196,4,7/9/15,8/25/15,0.67,90,10,10,10,10,10,10
4129218,2,12/14/15,12/30/15,2,90,10,10,10,10,10,10
4130102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4130112,2,9/26/14,4/15/15,0.13,100,10,8,10,10,8,10
4135710,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4137114,54,10/10/14,12/19/15,3.58,94,9,10,9,10,10,9
4138423,38,10/25/14,12/20/15,2.61,94,10,9,10,10,9,9
4144767,5,5/27/15,9/15/15,0.67,84,9,9,8,9,8,8
4151093,3,9/25/14,10/12/15,0.19,87,10,10,10,10,10,9
4151430,4,6/2/15,9/8/15,0.55,95,9,10,9,10,10,10
4157572,67,11/10/14,12/16/15,4.77,98,10,10,10,10,9,10
4163204,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4163306,2,6/22/15,7/18/15,0.3,90,9,10,9,9,9,9
4163851,19,9/30/14,11/9/15,1.23,93,10,10,10,9,8,9
4165387,26,4/26/15,12/30/15,3.07,98,10,10,10,10,10,10
4170863,5,9/29/14,11/2/14,0.32,96,10,10,10,10,9,10
4172364,33,3/25/15,10/19/15,3.46,97,10,10,10,10,10,10
4180905,29,9/29/14,11/16/15,1.88,97,10,10,10,10,10,10
4181226,1,12/18/14,12/18/14,0.08,100,8,10,NA,10,10,10
4182732,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4184211,22,11/15/14,9/27/15,1.59,100,10,10,10,10,10,10
4187961,5,11/9/15,12/1/15,2.63,100,10,10,10,10,10,10
4190689,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4190771,4,10/29/14,8/29/15,0.28,95,10,10,10,10,10,10
4199019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4205026,20,7/10/15,12/6/15,3.35,94,10,9,10,10,10,9
4208555,54,11/8/14,11/20/15,3.83,98,10,10,10,10,10,10
4210585,6,5/7/15,10/18/15,0.74,97,9,10,10,10,10,10
4211081,70,10/27/14,1/2/16,4.83,98,10,10,10,10,10,9
4211629,7,11/17/14,7/13/15,0.51,100,10,10,10,10,10,9
4211836,4,10/11/14,7/18/15,0.27,100,10,10,10,10,9,10
4218733,71,10/9/14,1/1/16,4.7,90,10,8,10,10,10,9
4223597,25,10/28/14,1/1/16,1.73,95,10,10,10,10,10,9
4225225,15,10/27/14,10/27/15,1.03,93,9,10,9,9,10,9
4226386,2,12/14/15,12/18/15,2,100,10,10,10,10,10,10
4231670,4,11/5/14,12/31/14,0.28,80,9,9,9,10,10,9
4235559,6,6/20/15,8/9/15,0.9,93,10,10,10,10,10,10
4236723,113,10/12/14,1/2/16,7.53,94,9,9,10,10,10,9
4238106,6,9/7/15,10/21/15,1.5,100,10,10,10,10,10,10
4240933,6,3/28/15,8/13/15,0.64,87,8,10,10,10,10,9
4241862,22,10/14/14,6/21/15,1.47,92,10,9,10,10,9,9
4242626,3,2/21/15,12/6/15,0.28,100,10,9,10,10,10,10
