listing_id,number_of_reviews,first_review,last_review,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
7922197,22,9/5/15,12/24/15,5.41,96,10,9,10,10,10,10
7922373,1,11/29/15,11/29/15,0.81,100,10,10,10,10,10,10
7922581,29,9/16/15,12/14/15,7.84,99,10,10,10,10,10,10
7922663,1,12/31/15,12/31/15,1,100,10,10,10,10,8,10
7922676,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7931111,7,10/2/15,11/28/15,2.21,100,10,10,10,10,10,10
7931386,4,9/9/15,10/20/15,1.02,100,10,10,10,10,10,10
7932696,17,8/22/15,12/10/15,3.75,94,9,9,10,10,10,9
7934356,3,8/22/15,8/30/15,0.66,67,7,7,10,10,8,7
7934963,18,10/1/15,12/21/15,5.63,91,9,9,10,10,10,9
7935437,3,9/7/15,9/29/15,0.75,100,10,10,9,10,9,10
7936712,11,8/25/15,12/22/15,2.48,95,10,9,9,10,9,9
7936877,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7938153,5,9/5/15,9/28/15,1.23,100,10,10,10,10,10,10
7938941,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7939058,7,8/22/15,10/7/15,1.54,97,10,9,10,10,9,10
7940358,1,9/8/15,9/8/15,0.25,100,10,8,10,10,10,10
7941079,7,8/22/15,11/29/15,1.54,100,10,10,10,10,10,9
7948034,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7949448,11,8/25/15,11/28/15,2.48,100,10,10,10,10,10,10
7952032,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7952930,12,8/23/15,11/8/15,2.67,92,10,9,9,10,10,10
7953211,4,8/25/15,12/17/15,0.9,100,10,10,10,10,10,9
7954781,1,11/16/15,11/16/15,0.6,100,10,10,10,10,10,10
7956227,7,8/26/15,10/18/15,1.59,97,10,9,10,10,9,10
7956337,3,12/19/15,12/29/15,3,93,10,10,10,10,9,10
7957689,3,9/29/15,10/14/15,0.92,93,10,9,9,10,10,9
7957729,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7957904,2,8/23/15,9/9/15,0.44,80,9,9,8,8,9,10
7965184,5,10/31/15,12/30/15,2.27,67,7,7,7,7,7,7
7967844,24,9/9/15,1/1/16,6.1,94,10,9,10,10,10,10
7968548,7,8/29/15,12/8/15,1.63,94,10,10,10,10,10,9
7969698,1,11/9/15,11/9/15,0.53,NA,NA,NA,NA,NA,NA,NA
7970663,6,8/31/15,11/29/15,1.42,84,10,8,9,10,10,9
7971334,28,8/23/15,12/31/15,6.22,88,9,9,10,10,9,9
7971395,10,9/13/15,12/23/15,2.63,90,9,9,10,10,9,10
7974112,10,8/28/15,11/2/15,2.31,100,10,10,10,10,10,10
7975026,1,8/23/15,8/23/15,0.22,80,10,6,10,10,10,10
7984550,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7984738,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7985714,1,9/24/15,9/24/15,0.29,80,8,6,10,8,10,10
7987836,2,10/1/15,11/27/15,0.63,100,10,10,10,10,10,9
7987846,3,10/19/15,12/29/15,1.15,80,8,8,8,8,10,6
7988300,13,10/11/15,12/15/15,4.53,100,10,10,10,10,10,10
7988337,14,9/5/15,12/30/15,3.44,97,10,9,10,10,9,9
7988436,20,10/11/15,1/2/16,6.98,98,10,10,10,10,10,10
7988792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7995944,25,8/31/15,12/31/15,5.91,96,10,10,10,10,9,9
7999692,1,9/13/15,9/13/15,0.26,80,8,8,10,10,10,8
7999972,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8002965,10,9/17/15,11/28/15,2.73,96,10,10,10,10,10,10
8006745,3,12/1/15,12/26/15,2.57,100,10,10,10,10,10,10
8009814,1,9/18/15,9/18/15,0.28,100,10,10,10,10,10,10
8012443,11,8/30/15,11/19/15,2.58,100,10,10,10,10,10,10
8014547,6,9/4/15,10/18/15,1.46,100,10,10,10,10,10,10
8015531,40,9/18/15,1/2/16,11.01,95,10,10,10,10,10,9
8016309,16,8/31/15,12/14/15,3.78,93,10,9,10,10,10,10
8016481,6,9/7/15,9/26/15,1.5,92,9,9,10,10,10,10
8016610,7,9/7/15,12/29/15,1.75,100,10,10,10,10,9,10
8016646,3,8/31/15,9/28/15,0.71,100,10,10,9,10,10,10
8017832,5,10/11/15,12/10/15,1.74,100,9,10,10,10,10,10
8027776,36,9/8/15,1/3/16,9.08,98,10,10,10,10,10,10
8028801,14,9/11/15,11/29/15,3.62,94,10,9,10,10,10,10
8029177,4,8/31/15,10/25/15,0.94,85,10,10,10,10,10,10
8033438,18,9/15/15,12/18/15,4.82,92,10,9,10,9,10,10
8034871,6,9/8/15,12/27/15,1.51,100,10,10,10,10,9,10
8035212,31,8/31/15,1/1/16,7.32,97,10,9,10,9,10,9
8036620,4,9/27/15,12/28/15,1.2,85,9,9,10,10,9,9
8036985,37,8/30/15,12/30/15,8.67,98,10,10,10,10,10,10
8046691,2,9/21/15,9/23/15,0.57,90,9,9,10,10,10,10
8047522,4,9/8/15,10/26/15,1.01,100,10,10,10,10,10,10
8048333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8049470,14,9/4/15,10/28/15,3.41,100,10,10,10,10,10,10
8050232,10,9/6/15,10/28/15,2.48,74,8,5,9,9,9,7
8050642,3,9/7/15,12/15/15,0.75,100,10,9,9,10,9,10
8051134,7,11/9/15,12/16/15,3.68,100,10,10,10,10,10,10
8052307,6,8/28/15,12/7/15,1.38,93,9,9,10,10,9,9
8052542,2,10/8/15,10/19/15,0.67,100,10,10,10,10,10,10
8053049,4,9/17/15,11/17/15,1.09,100,10,10,10,10,10,10
8053128,3,9/26/15,11/22/15,0.89,100,10,9,10,10,10,10
8053396,21,9/11/15,12/28/15,5.43,95,10,10,10,10,10,10
8053554,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8053921,15,8/31/15,12/11/15,3.54,97,9,9,10,10,10,9
8053990,16,8/30/15,12/13/15,3.75,94,10,10,10,10,10,10
8054518,8,8/30/15,11/15/15,1.88,95,9,10,10,10,10,9
8054892,3,10/20/15,12/13/15,1.17,100,10,10,10,10,10,10
8054902,10,10/21/15,12/23/15,3.95,98,10,10,10,10,10,10
8061699,1,9/12/15,9/12/15,0.26,80,10,10,10,10,6,10
8064351,14,8/31/15,12/21/15,3.31,94,9,9,10,10,9,9
8065531,12,9/1/15,12/13/15,2.86,97,10,10,10,10,10,10
8065715,14,8/31/15,12/7/15,3.31,99,10,9,10,10,10,9
8066883,18,8/28/15,12/25/15,4.15,99,10,10,10,10,10,10
8067001,1,10/30/15,10/30/15,0.45,100,6,10,10,10,10,10
8067053,3,9/7/15,9/15/15,0.75,80,8,6,8,10,9,9
8067827,1,10/18/15,10/18/15,0.38,100,10,10,10,10,10,10
8068232,3,9/6/15,10/5/15,0.74,100,10,9,10,10,10,10
8069192,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8072850,2,9/6/15,9/21/15,0.5,100,10,9,10,10,10,10
8072907,12,8/29/15,12/13/15,2.79,90,10,10,10,10,10,9
8072920,3,9/23/15,12/27/15,0.87,93,10,10,10,10,10,10
8080939,1,9/14/15,9/14/15,0.27,NA,NA,NA,NA,NA,NA,NA
8081658,1,11/15/15,11/15/15,0.59,100,10,10,10,10,10,10
8082659,17,9/3/15,1/2/16,4.11,99,10,10,10,10,10,10
8083242,3,9/14/15,9/29/15,0.8,73,6,5,10,10,7,6
8086294,3,9/2/15,9/28/15,0.72,100,10,10,10,10,10,10
8087037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8088447,1,11/9/15,11/9/15,0.53,100,10,10,10,10,10,10
8089214,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8089781,17,9/2/15,12/14/15,4.08,92,10,10,10,10,10,9
8090541,5,9/5/15,10/12/15,1.23,96,10,10,10,10,10,10
8091417,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8093529,3,10/12/15,12/19/15,1.06,100,10,10,10,10,10,10
8094338,7,8/31/15,10/22/15,1.65,100,10,10,10,10,10,10
8095168,1,9/8/15,9/8/15,0.25,100,10,10,10,10,10,10
8097708,1,9/9/15,9/9/15,0.25,100,10,10,10,10,10,10
8098383,23,9/7/15,12/29/15,5.75,97,10,10,10,10,10,10
8099917,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8100190,7,9/23/15,12/1/15,2.02,97,10,10,10,9,10,10
8101251,4,9/18/15,12/16/15,1.1,95,10,9,9,10,10,9
8101791,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8101950,1,9/27/15,9/27/15,0.3,80,8,10,4,8,10,8
8102064,2,9/15/15,9/22/15,0.54,100,10,10,10,10,10,10
8102349,4,9/22/15,10/30/15,1.14,95,10,10,10,10,10,10
8103365,1,10/21/15,10/21/15,0.39,80,8,10,10,10,10,8
8103432,1,11/15/15,11/15/15,0.59,NA,NA,NA,NA,NA,NA,NA
8104742,2,12/27/15,1/2/16,2,100,9,10,10,10,9,10
8105221,10,9/7/15,11/29/15,2.5,100,10,10,10,10,10,10
8105351,12,9/1/15,1/1/16,2.86,100,10,10,10,10,10,10
8106263,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8106277,1,10/31/15,10/31/15,0.45,100,10,10,10,10,10,10
8107555,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8116395,17,9/5/15,12/13/15,4.18,91,10,9,10,10,10,9
8116504,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8117705,2,10/27/15,11/14/15,0.86,100,10,10,10,10,10,10
8118110,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8118346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8119192,7,9/3/15,11/22/15,1.69,100,10,10,10,10,10,10
8129537,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8129676,6,9/12/15,10/5/15,1.57,93,9,9,9,10,9,9
8130015,1,10/8/15,10/8/15,0.34,100,10,10,10,10,10,10
8131762,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8131881,8,10/3/15,12/31/15,2.55,97,10,9,10,10,10,10
8132007,10,9/12/15,12/13/15,2.61,100,10,10,10,10,10,10
8132347,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8136553,1,9/7/15,9/7/15,0.25,100,10,10,10,10,10,10
8147215,4,10/8/15,11/18/15,1.35,90,10,8,10,10,10,10
8147986,5,9/21/15,11/2/15,1.42,88,9,10,10,10,10,10
8150045,14,9/4/15,12/20/15,3.41,94,10,10,10,10,10,9
8150145,7,9/17/15,12/23/15,1.91,97,10,10,10,10,9,10
8150395,6,9/16/15,12/17/15,1.62,96,10,10,10,10,10,10
8152191,11,9/8/15,12/17/15,2.77,89,9,9,9,10,10,9
8152764,1,10/26/15,10/26/15,0.42,100,10,10,10,10,10,10
8153673,3,9/12/15,11/8/15,0.78,100,10,10,10,10,10,10
8154238,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8155580,1,12/20/15,12/20/15,1,100,8,8,8,8,10,8
8155710,2,12/8/15,12/19/15,2,90,9,9,10,10,10,9
8156764,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8156860,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8156894,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8157486,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8168476,1,10/14/15,10/14/15,0.36,100,10,10,10,10,10,10
8168876,1,9/27/15,9/27/15,0.3,80,10,10,8,10,8,6
8170683,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8171726,1,11/8/15,11/8/15,0.52,80,10,10,10,10,10,10
8173487,2,9/7/15,12/1/15,0.5,80,10,10,10,9,10,8
8173825,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8174285,1,10/24/15,10/24/15,0.41,80,8,8,10,10,10,8
8174389,1,9/22/15,9/22/15,0.29,100,10,10,10,10,10,NA
8174626,14,9/9/15,12/15/15,3.56,96,10,10,9,10,9,10
8174943,4,9/7/15,9/26/15,1,100,10,10,10,10,10,10
8186781,16,9/12/15,12/22/15,4.17,93,10,10,10,10,10,9
8187537,18,9/18/15,12/24/15,4.95,98,10,10,10,10,10,10
8187592,2,9/27/15,10/4/15,0.6,100,10,10,10,10,10,10
8193054,10,9/21/15,11/25/15,2.83,98,10,10,10,10,10,10
8193241,16,9/12/15,12/22/15,4.17,96,10,10,10,10,10,10
8193332,1,12/1/15,12/1/15,0.86,80,10,10,10,10,10,8
8193516,9,9/7/15,11/16/15,2.25,93,10,9,10,10,10,9
8194164,2,9/7/15,10/22/15,0.5,90,10,10,10,10,10,10
8194286,1,9/28/15,9/28/15,0.3,100,10,10,10,10,10,10
8194782,7,9/13/15,12/31/15,1.84,100,10,10,10,10,10,10
8194886,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8195348,3,9/14/15,11/29/15,0.8,100,9,10,10,10,10,10
8195629,9,9/27/15,11/29/15,2.7,96,10,10,10,10,10,10
8196883,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8207848,1,9/16/15,9/16/15,0.27,NA,NA,NA,NA,NA,NA,NA
8207987,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8209686,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8212190,7,9/15/15,12/27/15,1.88,97,10,8,10,10,10,10
8212989,3,12/1/15,12/31/15,2.57,87,9,9,9,9,10,10
8221520,7,10/5/15,12/1/15,2.28,94,10,9,9,9,9,9
8225635,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8227038,4,9/15/15,9/28/15,1.07,85,9,9,10,10,10,8
8227710,2,11/1/15,11/6/15,0.92,90,9,7,9,9,9,9
8233110,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8236094,2,12/21/15,12/30/15,2,100,10,10,10,10,10,10
8240758,2,9/30/15,10/4/15,0.62,80,9,10,10,10,10,9
8241019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8242212,8,9/23/15,12/30/15,2.31,93,9,10,10,10,9,9
8248970,2,10/3/15,11/27/15,0.64,100,10,10,10,10,10,10
8251213,12,9/21/15,12/13/15,3.4,100,10,10,10,10,10,10
8253456,10,9/17/15,12/1/15,2.73,98,10,10,10,10,10,9
8253758,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8253955,3,10/5/15,12/22/15,0.98,93,10,10,9,10,9,8
8255196,4,9/21/15,10/18/15,1.13,80,10,8,10,10,9,10
8255615,3,9/21/15,12/1/15,0.85,100,10,10,9,10,10,10
8257837,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8267620,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8273031,1,10/11/15,10/11/15,0.35,100,10,10,10,10,10,10
8273948,13,9/17/15,12/8/15,3.55,92,10,10,9,9,10,9
8276416,10,9/10/15,12/22/15,2.56,100,10,10,10,10,10,10
8286095,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8289871,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8292326,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8293287,8,9/15/15,11/16/15,2.14,98,10,10,10,10,10,10
8294379,4,11/8/15,12/14/15,2.07,100,10,10,10,10,10,10
8296857,4,11/28/15,12/27/15,3.16,85,9,10,10,9,10,10
8301680,1,11/29/15,11/29/15,0.81,100,10,10,10,10,10,10
8306501,7,9/21/15,11/29/15,1.98,91,9,9,10,10,10,10
8306581,1,11/7/15,11/7/15,0.51,100,10,10,10,10,10,10
8306646,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8307502,6,9/28/15,12/1/15,1.82,100,10,9,10,10,10,10
8308316,7,9/21/15,12/20/15,1.98,97,10,10,10,10,10,10
8308353,7,9/14/15,12/3/15,1.86,100,10,10,10,10,10,10
8308386,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8310249,12,9/13/15,12/6/15,3.16,95,10,10,10,10,10,10
8310398,19,9/12/15,12/20/15,4.96,95,10,10,10,10,10,10
8310576,10,10/4/15,11/20/15,3.23,100,10,10,10,10,10,9
8311242,7,11/12/15,12/30/15,3.89,97,10,10,9,10,10,9
8322107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8326413,9,9/25/15,12/20/15,2.65,96,10,10,10,10,9,10
8326940,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8327083,1,12/9/15,12/9/15,1,100,10,10,10,10,10,10
8327124,1,11/20/15,11/20/15,0.65,100,10,10,10,10,10,10
8327765,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8338155,1,11/27/15,11/27/15,0.77,NA,NA,NA,NA,NA,NA,NA
8338849,7,9/17/15,9/30/15,1.91,94,10,10,10,10,10,10
8339303,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8339428,14,10/16/15,12/29/15,5.19,99,10,10,10,10,10,9
8339580,3,10/11/15,12/1/15,1.05,100,10,10,10,10,10,9
8340819,2,9/14/15,11/29/15,0.53,100,10,9,9,9,9,10
8340841,8,10/2/15,11/20/15,2.53,100,10,10,10,10,10,10
8341720,3,10/16/15,12/7/15,1.11,100,10,8,10,10,9,10
8342429,8,11/1/15,12/30/15,3.69,100,10,9,10,10,10,10
8342968,2,9/21/15,9/29/15,0.57,100,10,10,10,10,8,8
8350401,1,9/28/15,9/28/15,0.3,100,10,10,10,10,10,10
8354452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8355276,14,10/6/15,12/30/15,4.62,87,9,8,10,10,9,8
8356608,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8365938,1,10/13/15,10/13/15,0.36,80,10,10,10,10,10,8
8369321,1,9/21/15,9/21/15,0.28,100,10,10,10,10,10,10
8371720,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8372038,30,10/7/15,12/29/15,10,97,10,10,10,10,10,10
8372562,1,1/1/16,1/1/16,1,100,10,10,10,10,10,10
8373664,4,9/21/15,10/17/15,1.13,100,10,10,10,10,10,10
8373832,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8374102,5,9/21/15,12/23/15,1.42,92,9,9,10,10,9,9
8379081,5,9/21/15,12/21/15,1.42,92,8,8,8,8,10,9
8385444,6,10/11/15,12/5/15,2.09,93,10,9,10,10,10,10
8385687,8,9/21/15,11/15/15,2.26,95,10,10,10,10,10,10
8387068,1,11/16/15,11/16/15,0.6,100,10,10,10,10,10,10
8389809,2,9/19/15,11/9/15,0.56,100,10,10,10,10,10,10
8391954,3,11/16/15,11/29/15,1.8,80,9,8,10,10,9,8
8392661,15,9/20/15,12/30/15,4.21,83,9,10,10,9,9,9
8392801,5,10/4/15,12/30/15,1.61,100,10,10,10,10,9,10
8402434,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8409695,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8409750,7,10/25/15,12/29/15,2.92,100,10,10,10,10,10,10
8409773,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8409926,15,9/20/15,12/8/15,4.21,92,10,9,9,8,9,10
8409941,12,11/2/15,12/24/15,5.63,96,10,10,10,10,10,9
8409949,19,10/1/15,12/22/15,5.94,94,9,10,9,10,9,10
8409962,12,9/21/15,12/15/15,3.4,95,10,10,9,10,9,10
8409969,21,9/21/15,12/22/15,5.94,95,10,10,10,9,9,10
8409975,11,10/5/15,12/16/15,3.59,93,9,9,9,9,9,10
8411627,6,9/29/15,12/4/15,1.84,100,10,10,10,10,10,10
8411663,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8412143,11,10/6/15,12/27/15,3.63,93,9,10,10,10,10,9
8418650,12,10/18/15,12/29/15,4.56,98,10,10,10,10,10,10
8423118,4,10/5/15,12/1/15,1.3,100,9,10,10,10,10,10
8424532,2,10/8/15,10/30/15,0.67,100,10,10,10,10,10,10
8425013,3,9/27/15,11/25/15,0.9,93,9,10,8,9,9,9
8426749,7,9/25/15,12/25/15,2.06,100,10,10,10,10,10,10
8426827,3,9/27/15,10/19/15,0.9,93,10,10,10,10,9,9
8427227,5,10/31/15,12/31/15,2.27,90,9,10,9,9,10,9
8427254,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8428825,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8431178,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8441263,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8441477,12,9/28/15,12/30/15,3.64,100,10,10,10,10,10,10
8443258,4,10/20/15,11/22/15,1.56,95,10,10,10,10,10,10
8443952,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8446120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8446347,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8446541,2,9/26/15,9/29/15,0.59,80,9,10,10,10,9,10
8446689,4,9/28/15,12/17/15,1.21,95,10,9,10,10,9,10
8446766,3,9/25/15,11/16/15,0.88,100,10,10,10,10,10,10
8453633,1,12/1/15,12/1/15,0.86,100,10,10,10,10,10,10
8455865,3,10/13/15,12/1/15,1.07,100,10,10,10,10,10,10
8457402,5,10/10/15,12/7/15,1.72,100,10,10,10,10,10,10
8459215,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8463726,5,10/4/15,12/11/15,1.61,88,8,8,9,10,10,8
8472954,3,9/30/15,12/3/15,0.93,100,10,10,10,10,10,10
8473056,2,9/28/15,12/28/15,0.61,90,10,8,9,10,10,10
8473625,2,11/22/15,12/13/15,1.36,70,8,8,10,10,10,8
8474253,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8474294,1,10/18/15,10/18/15,0.38,40,10,10,2,2,10,8
8474584,2,9/30/15,11/6/15,0.62,100,10,10,10,10,10,10
8474605,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8483477,1,9/27/15,9/27/15,0.3,60,4,8,10,10,10,8
8483744,1,12/22/15,12/22/15,1,80,10,10,10,10,10,10
8484705,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8487843,12,10/7/15,12/30/15,4,98,10,10,9,10,10,10
8501705,22,9/26/15,12/31/15,6.53,92,10,10,10,10,9,9
8501721,1,10/31/15,10/31/15,0.45,100,10,10,10,10,10,10
8503556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8503720,15,9/27/15,12/15/15,4.5,90,10,9,9,10,10,10
8505421,1,9/27/15,9/27/15,0.3,80,NA,NA,NA,10,10,8
8505940,14,9/27/15,12/13/15,4.2,97,10,10,10,10,10,10
8507062,6,9/27/15,12/13/15,1.8,97,10,10,10,10,9,10
8507873,5,10/4/15,11/10/15,1.61,100,10,10,10,10,10,10
8508223,1,10/12/15,10/12/15,0.35,100,10,10,10,10,10,10
8508341,1,11/1/15,11/1/15,0.46,80,8,10,10,10,10,8
8515408,3,10/12/15,12/31/15,1.06,100,10,10,10,10,10,10
8517235,1,11/23/15,11/23/15,0.7,80,10,8,8,10,10,10
8517602,25,9/27/15,1/1/16,7.5,98,10,10,10,10,10,10
8518308,13,9/28/15,1/2/16,3.94,100,10,10,10,10,10,10
8524349,4,9/29/15,11/2/15,1.22,100,10,10,10,10,10,10
8524565,10,10/10/15,12/31/15,3.45,100,10,10,10,10,10,10
8525338,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8525825,1,9/30/15,9/30/15,0.31,100,10,8,10,10,8,10
8533375,3,10/19/15,11/29/15,1.15,100,10,10,10,10,10,10
8535897,13,9/25/15,12/29/15,3.82,100,10,10,10,10,10,10
8536441,6,10/13/15,12/8/15,2.14,97,9,10,10,10,10,9
8537192,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8538420,10,9/28/15,11/28/15,3.03,98,10,10,10,10,10,10
8538630,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8541389,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8551871,4,11/22/15,12/30/15,2.73,95,10,10,10,10,10,10
8553556,12,10/2/15,12/24/15,3.79,91,9,8,9,10,10,9
8555098,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8555304,1,11/15/15,11/15/15,0.59,80,10,6,10,10,10,10
8555794,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8556103,2,12/16/15,12/27/15,2,100,10,10,10,10,10,10
8556665,6,10/7/15,12/3/15,2,100,10,10,10,10,10,10
8559462,1,11/19/15,11/19/15,0.64,100,10,10,10,10,10,10
8562314,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8566242,1,12/1/15,12/1/15,0.86,100,10,10,10,10,10,6
8566475,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8566501,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8567933,9,10/10/15,12/20/15,3.1,98,10,10,10,10,10,10
8568567,3,10/18/15,12/19/15,1.14,100,10,10,10,10,10,9
8570596,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8571518,4,10/27/15,12/13/15,1.71,100,8,10,10,10,10,10
8575663,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8578023,9,10/12/15,12/20/15,3.18,93,10,10,10,10,10,10
8578490,2,10/1/15,10/16/15,0.63,100,9,8,10,10,10,10
8579782,3,10/6/15,11/8/15,0.99,93,10,9,9,10,10,9
8583457,5,10/10/15,1/2/16,1.72,100,10,10,10,10,10,10
8594059,2,12/1/15,1/1/16,1.71,80,8,7,10,10,9,8
8594406,1,10/4/15,10/4/15,0.32,100,10,10,10,10,10,10
8594717,19,10/12/15,12/23/15,6.71,97,10,10,10,10,10,10
8596938,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8597687,1,9/29/15,9/29/15,0.31,100,8,10,8,10,10,8
8597800,3,10/4/15,12/6/15,0.97,100,9,10,10,10,9,10
8605841,2,11/9/15,12/8/15,1.05,70,10,10,10,10,10,10
8606766,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8608233,1,1/1/16,1/1/16,1,100,10,10,10,10,10,10
8608414,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8608525,1,10/30/15,10/30/15,0.45,100,10,10,10,10,10,10
8611952,1,10/20/15,10/20/15,0.39,100,10,10,10,10,10,10
8612922,9,10/5/15,12/14/15,2.93,98,10,10,10,10,10,10
8613792,1,10/7/15,10/7/15,0.33,100,NA,NA,NA,10,10,10
8616488,11,10/18/15,1/2/16,4.18,93,10,9,9,9,10,9
8616606,14,10/13/15,12/31/15,5,97,10,9,10,10,10,10
8617043,3,10/5/15,12/1/15,0.98,93,10,10,10,10,10,9
8617171,4,11/7/15,12/12/15,2.03,100,10,10,10,10,10,10
8626068,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8627921,13,10/11/15,12/24/15,4.53,98,10,10,10,10,10,10
8631419,3,11/29/15,12/30/15,2.43,93,10,8,10,10,10,9
8632651,1,12/2/15,12/2/15,0.88,100,10,10,10,10,10,10
8633733,4,10/29/15,12/30/15,1.76,95,10,10,9,10,10,10
8634897,6,10/11/15,12/13/15,2.09,100,10,10,10,10,10,10
8637174,30,10/2/15,1/3/16,9.47,99,10,10,10,10,10,10
8643209,4,10/8/15,11/22/15,1.35,100,10,10,10,10,10,10
8645226,11,10/7/15,11/23/15,3.67,96,9,10,10,10,10,10
